aX,aY,aZ,gX,gY,gZ
-1.189,1.721,0.916,135.193,-84.473,333.374
-1.147,1.710,0.897,115.540,-80.200,297.241
-1.071,1.637,0.828,90.637,-72.693,254.944
-1.083,1.538,0.767,70.313,-64.392,210.510
-1.111,1.359,0.734,57.007,-56.641,171.692
-1.167,1.166,0.720,45.715,-50.903,143.921
-1.228,1.064,0.723,35.889,-47.913,130.432
-1.282,1.057,0.752,32.837,-50.537,132.019
-1.360,1.160,0.832,38.208,-55.908,142.822
-1.385,1.371,0.927,47.241,-59.509,156.433
-1.410,1.615,0.996,53.406,-58.044,164.551
-1.450,1.834,1.027,54.871,-49.072,158.081
-1.488,1.967,1.018,54.077,-34.302,134.888
-1.513,2.032,0.990,53.162,-19.775,100.647
-1.527,2.040,0.946,52.612,-8.789,57.861
-1.558,2.027,0.924,53.711,-2.563,9.338
-1.621,1.994,0.931,52.551,1.099,-36.621
-1.694,2.000,0.956,44.067,4.761,-73.914
-1.781,2.106,0.989,25.391,9.399,-99.426
-1.889,2.260,1.039,0.854,13.123,-117.432
-2.001,2.416,1.070,-23.682,15.198,-138.184
-2.053,2.519,1.093,-45.715,15.320,-170.898
-2.089,2.566,1.168,-64.758,10.132,-216.858
-2.148,2.579,1.296,-86.121,2.136,-270.813
-2.236,2.569,1.433,-114.502,-3.601,-326.416
-2.327,2.478,1.552,-149.719,-2.563,-380.737
-2.406,2.321,1.657,-190.186,6.104,-439.880
-2.483,2.136,1.741,-231.018,16.052,-498.901
-2.509,1.916,1.779,-264.099,23.743,-548.035
-2.518,1.671,1.835,-285.645,29.785,-590.149
-2.506,1.462,1.909,-299.805,32.043,-626.465
-2.513,1.266,1.933,-312.195,34.729,-654.785
-2.490,1.051,1.848,-321.411,49.316,-680.054
-2.459,0.802,1.667,-318.970,71.594,-708.069
-2.428,0.520,1.440,-297.913,93.079,-736.023
-2.353,0.194,1.207,-260.803,108.215,-757.935
-2.163,-0.172,1.027,-219.055,117.432,-768.555
-1.962,-0.535,0.911,-190.613,121.826,-766.479
-1.718,-0.875,0.754,-185.364,127.075,-747.070
-1.433,-1.135,0.576,-196.960,134.155,-709.534
-1.108,-1.349,0.439,-209.900,133.667,-656.555
-0.838,-1.490,0.369,-210.999,123.047,-592.590
-0.639,-1.592,0.309,-189.453,111.328,-523.376
-0.455,-1.678,0.203,-149.048,109.924,-460.693
-0.261,-1.781,0.060,-105.835,116.638,-408.936
-0.100,-1.875,-0.076,-72.754,122.559,-359.558
0.014,-1.901,-0.194,-56.152,122.681,-304.077
0.113,-1.854,-0.291,-52.856,113.342,-246.582
0.179,-1.746,-0.340,-51.880,94.360,-190.674
0.227,-1.585,-0.332,-48.218,70.984,-139.465
0.272,-1.385,-0.280,-43.884,48.706,-95.276
0.286,-1.147,-0.219,-41.748,33.020,-59.509
0.316,-0.940,-0.170,-39.978,26.489,-33.875
0.331,-0.770,-0.141,-37.354,25.208,-21.057
0.348,-0.651,-0.140,-31.067,25.879,-18.555
0.357,-0.589,-0.154,-20.752,27.893,-21.790
0.378,-0.590,-0.188,-9.644,31.982,-27.283
0.392,-0.640,-0.234,-2.197,34.912,-33.203
0.397,-0.714,-0.275,2.625,35.400,-35.156
0.388,-0.775,-0.309,5.737,33.203,-31.616
0.388,-0.809,-0.335,9.094,28.931,-21.484
0.400,-0.819,-0.348,12.085,24.048,-7.629
0.409,-0.813,-0.352,13.489,19.043,6.165
0.411,-0.790,-0.350,13.306,14.526,19.165
0.411,-0.757,-0.350,16.296,11.719,31.006
0.403,-0.717,-0.344,22.949,8.484,41.809
0.402,-0.681,-0.330,31.616,5.249,52.002
0.406,-0.641,-0.324,36.865,4.700,62.866
0.415,-0.590,-0.341,35.767,7.629,73.120
0.429,-0.538,-0.356,33.325,8.728,80.200
0.441,-0.499,-0.361,34.790,7.385,85.938
0.458,-0.474,-0.371,37.842,5.737,91.370
0.473,-0.449,-0.393,40.649,4.456,97.290
0.493,-0.424,-0.415,42.847,3.357,104.126
0.502,-0.397,-0.426,44.312,1.282,111.389
0.514,-0.355,-0.430,44.678,-2.441,118.103
0.523,-0.307,-0.422,46.997,-6.348,124.207
0.525,-0.263,-0.408,52.185,-10.559,129.028
0.543,-0.223,-0.395,59.326,-14.038,132.141
0.555,-0.167,-0.377,66.467,-16.541,134.644
0.571,-0.122,-0.352,73.608,-18.799,137.756
0.571,-0.080,-0.319,80.017,-20.996,139.587
0.580,-0.041,-0.294,85.266,-22.034,139.526
0.593,-0.005,-0.283,89.600,-22.522,138.489
0.599,0.018,-0.289,94.727,-21.606,136.414
0.636,0.022,-0.309,101.135,-18.738,133.606
0.675,0.013,-0.317,107.605,-17.517,133.362
0.683,0.027,-0.304,111.450,-19.409,138.672
0.678,0.075,-0.274,112.671,-22.156,148.926
0.655,0.158,-0.237,112.915,-24.597,161.072
0.758,0.583,-0.210,40.894,-26.184,43.335
0.760,0.588,-0.210,40.283,-24.536,38.757
0.774,0.570,-0.196,40.039,-23.865,33.875
0.695,0.565,-0.203,38.147,-22.217,29.053
0.785,0.525,-0.250,35.461,-20.508,22.583
0.767,0.481,-0.247,34.485,-23.437,18.921
0.773,0.452,-0.238,29.358,-27.039,18.250
0.767,0.450,-0.222,21.545,-31.189,21.362
0.776,0.459,-0.198,14.282,-34.912,25.269
0.775,0.485,-0.166,10.010,-37.231,28.748
0.761,0.516,-0.141,9.583,-38.086,30.334
0.740,0.534,-0.125,15.320,-37.231,29.114
0.748,0.515,-0.120,24.536,-35.889,24.963
0.738,0.474,-0.116,33.325,-33.936,20.386
0.741,0.421,-0.128,38.635,-31.677,17.822
0.740,0.373,-0.145,40.344,-30.396,18.860
0.753,0.339,-0.170,39.063,-30.640,22.522
0.753,0.328,-0.170,38.269,-33.081,30.090
0.734,0.344,-0.146,37.292,-38.086,39.612
0.714,0.378,-0.118,36.377,-42.297,49.011
0.684,0.418,-0.085,36.255,-44.617,56.763
0.635,0.440,-0.058,36.865,-45.471,60.852
0.597,0.414,-0.047,37.598,-44.617,60.974
0.535,0.359,-0.050,37.903,-42.297,59.448
0.469,0.273,-0.080,37.354,-40.100,58.105
0.445,0.159,-0.145,38.391,-38.879,58.350
0.436,0.036,-0.206,43.640,-43.396,62.317
0.385,-0.103,-0.218,55.481,-54.199,70.862
0.336,-0.277,-0.219,71.594,-68.848,84.900
0.263,-0.472,-0.226,89.050,-82.336,106.873
0.184,-0.676,-0.255,103.394,-95.886,137.573
0.086,-0.905,-0.277,115.051,-112.366,178.894
-0.104,-1.087,-0.265,121.094,-130.676,230.164
-0.372,-1.176,-0.234,125.549,-150.940,292.542
-0.702,-1.195,-0.105,139.160,-171.936,364.075
-1.078,-1.053,0.183,157.166,-191.772,437.378
-1.481,-0.699,0.557,173.828,-218.201,509.094
-1.823,-0.160,0.944,187.195,-243.591,576.355
-2.002,0.517,1.240,197.449,-259.644,627.197
-2.012,1.141,1.462,201.721,-271.118,663.147
-1.895,1.694,1.608,194.885,-259.033,678.528
-1.724,2.098,1.654,189.087,-222.107,661.804
-1.486,2.347,1.595,186.401,-171.387,609.253
-1.302,2.479,1.492,183.533,-127.136,525.391
-1.141,2.477,1.397,174.927,-100.220,427.429
-1.042,2.397,1.337,151.550,-86.853,330.933
-0.949,2.282,1.277,112.122,-78.369,246.765
-0.921,2.105,1.215,66.650,-68.359,179.016
-0.881,1.855,1.147,34.668,-55.786,122.131
-0.847,1.551,1.081,26.550,-43.701,75.989
-0.839,1.273,1.031,36.377,-30.884,42.664
-0.801,1.058,0.991,51.880,-18.494,27.466
-0.817,0.911,0.966,62.195,-12.390,30.273
-0.816,0.854,0.940,60.974,-8.911,42.725
-0.826,0.899,0.910,50.232,-5.493,54.993
-0.842,0.981,0.886,40.771,-5.432,60.791
-0.829,1.035,0.904,40.771,-9.277,60.120
-0.846,1.068,0.935,43.152,-12.024,56.213
-0.839,1.103,0.921,40.955,-7.629,49.011
-0.859,1.127,0.889,37.292,-2.014,38.208
-0.866,1.135,0.855,36.011,2.197,28.931
-0.867,1.128,0.822,34.912,4.700,20.935
-0.869,1.088,0.794,33.081,6.165,10.864
-0.870,1.015,0.772,28.687,6.714,0.061
-0.884,0.946,0.752,21.301,4.944,-7.385
-0.902,0.902,0.742,15.320,2.258,-11.841
-0.939,0.894,0.747,14.709,-1.099,-13.428
-0.962,0.927,0.770,17.273,-5.066,-11.658
-0.996,0.997,0.803,18.799,-8.423,-8.057
-1.034,1.078,0.838,15.991,-10.620,-7.324
-1.084,1.165,0.889,8.667,-12.756,-10.620
-1.153,1.279,0.949,-0.549,-15.320,-16.724
-1.243,1.440,0.999,-7.202,-15.076,-23.376
-1.323,1.617,1.045,-8.911,-13.184,-31.921
-1.414,1.817,1.099,-7.263,-10.864,-45.227
-1.498,2.029,1.154,-6.531,-9.583,-62.866
-1.580,2.251,1.219,-8.606,-8.850,-84.412
-1.664,2.437,1.274,-15.991,-8.240,-112.183
-1.727,2.515,1.332,-27.283,-6.165,-148.254
-1.786,2.490,1.427,-43.213,-4.883,-193.726
-1.831,2.430,1.528,-65.796,-2.258,-242.371
-1.908,2.412,1.657,-90.820,2.258,-286.438
-1.958,2.379,1.782,-110.474,10.315,-326.355
-1.994,2.293,1.876,-122.070,26.550,-371.216
-2.017,2.117,1.955,-126.099,50.293,-423.340
-2.041,1.812,1.982,-131.897,80.383,-479.553
-2.062,1.432,1.935,-147.888,116.821,-534.180
-2.069,1.114,1.840,-173.096,154.480,-581.238
-2.112,0.887,1.711,-197.327,183.350,-611.145
-2.117,0.660,1.532,-211.121,203.613,-625.916
-2.097,0.449,1.339,-212.402,222.107,-636.230
-2.055,0.242,1.146,-204.651,234.985,-648.499
-2.012,0.028,0.981,-191.956,240.479,-658.264
-1.952,-0.214,0.804,-178.040,240.662,-663.879
-1.807,-0.473,0.612,-163.025,238.953,-664.001
-1.645,-0.703,0.455,-149.048,232.361,-657.227
-1.470,-0.931,0.336,-136.047,219.849,-636.414
-1.242,-1.164,0.208,-121.826,204.712,-604.004
-1.000,-1.372,0.108,-102.051,193.359,-561.951
-0.753,-1.564,0.020,-79.773,185.791,-511.414
-0.493,-1.739,-0.090,-65.674,180.786,-454.590
-0.290,-1.867,-0.208,-64.392,176.208,-394.836
-0.106,-1.933,-0.335,-69.458,170.532,-335.999
0.043,-1.958,-0.437,-70.618,157.715,-277.405
0.150,-1.937,-0.505,-66.467,138.916,-219.055
0.226,-1.846,-0.534,-63.904,118.591,-158.936
0.280,-1.672,-0.537,-66.101,97.839,-98.816
0.335,-1.444,-0.509,-70.313,77.026,-44.617
0.358,-1.191,-0.443,-72.449,58.716,-2.136
0.368,-0.939,-0.362,-70.923,45.410,27.893
0.378,-0.704,-0.302,-66.162,37.720,46.082
0.380,-0.501,-0.275,-59.021,34.729,54.504
0.416,-0.365,-0.279,-49.561,34.180,53.467
0.443,-0.296,-0.294,-39.001,33.752,43.457
0.474,-0.282,-0.312,-28.320,32.959,28.076
0.497,-0.301,-0.326,-18.982,30.273,13.794
0.522,-0.334,-0.347,-12.024,27.100,4.700
0.547,-0.378,-0.369,-6.165,23.987,0.122
0.558,-0.420,-0.383,-0.244,19.165,-0.610
